Name,Address,Alcohol Served,Smoking Permitted,Price Range,Ambiance,Area,Rating,Cuisine Variety,Operating Hours,Days,gps_link,restaurant_feature
Gorditas Doa Gloria,"sevilla y olmedo 715 a, san luis potosi, san luis potosi, mexico",no,no,low,familiar,closed,high,Mexican,00:00-23:30;,Sun;,"https://www.google.com/maps/search/?api=1&query=22.156469,-100.98554","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Restaurante Bar Fu-hao,"Jesus Goytortua 390 Tangamanga, San Luis Potosi, SLP, Mexico",yes,no,high,familiar,closed,medium,Bar,11:00-22:30;,Sat;,"https://www.google.com/maps/search/?api=1&query=22.142017,-100.999246","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Carls Jr,"Av. V. Carranza, San Luis Potosi, San Luis Potosi, Mexico",no,no,medium,familiar,closed,high,Burgers,10:00-23:30;,Sat;,"https://www.google.com/maps/search/?api=1&query=22.1480965,-101.0173023","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Gorditas Dona Tota,"Zaragoza entre Francisco Zarco y Lopez Velarde, Cd. Victoria, Tamaulipas, Mexico",no,no,medium,familiar,closed,low,Mexican,09:00-20:00;,Sun;,"https://www.google.com/maps/search/?api=1&query=23.7292162,-99.1323571","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Pizzeria Julios,"?, s.l.p, mexico, ?",no,no,medium,familiar,closed,medium,American,09:00-21:00;,Mon;Tue;Wed;Thu;Fri;,"https://www.google.com/maps/search/?api=1&query=22.1735955,-100.9946027","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Cafe Chaires,"?, San Luis Potosi, San Luis Potosi, Mexico",no,no,low,familiar,closed,high,Cafeteria,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;,"https://www.google.com/maps/search/?api=1&query=22.1416471,-100.9927118","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Cafe Chaires,"?, San Luis Potosi, San Luis Potosi, Mexico",no,no,low,familiar,closed,medium,Cafeteria,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;,"https://www.google.com/maps/search/?api=1&query=22.1416471,-100.9927118","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
tacos los volcanes,"avenida hivno nacional, san luis potosi, san luis potos, mexico",no,no,low,quiet,closed,medium,American,10:00-23:30;,Mon;Tue;Wed;Thu;Fri;,"https://www.google.com/maps/search/?api=1&query=22.1449787,-101.0056829","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
tacos los volcanes,"avenida hivno nacional, san luis potosi, san luis potos, mexico",no,no,low,quiet,closed,high,American,10:00-23:30;,Mon;Tue;Wed;Thu;Fri;,"https://www.google.com/maps/search/?api=1&query=22.1449787,-101.0056829","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Little Cesarz,"?, Ciudad Victoria, Tamaulipas, Mexico",no,no,medium,familiar,closed,high,Pizzeria,09:00-21:00;,Sun;,"https://www.google.com/maps/search/?api=1&query=23.7527071,-99.1625655","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Little Cesarz,"?, Ciudad Victoria, Tamaulipas, Mexico",no,no,medium,familiar,closed,high,Pizzeria,10:30-22:30;,Mon;Tue;Wed;Thu;Fri;,"https://www.google.com/maps/search/?api=1&query=23.7527071,-99.1625655","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Little Cesarz,"?, Ciudad Victoria, Tamaulipas, Mexico",no,no,medium,familiar,closed,medium,Pizzeria,10:30-22:30;,Sat;,"https://www.google.com/maps/search/?api=1&query=23.7527071,-99.1625655","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Little Cesarz,"?, Ciudad Victoria, Tamaulipas, Mexico",no,no,medium,familiar,closed,medium,Pizzeria,10:30-22:30;,Mon;Tue;Wed;Thu;Fri;,"https://www.google.com/maps/search/?api=1&query=23.7527071,-99.1625655","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Restaurant Orizatlan,"Pascual M. Hernandez 240, San Luis Potosi, SLP, Mexico",yes,no,medium,familiar,closed,low,Mexican,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;,"https://www.google.com/maps/search/?api=1&query=22.147145,-100.974494","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Restaurant Orizatlan,"Pascual M. Hernandez 240, San Luis Potosi, SLP, Mexico",yes,no,medium,familiar,closed,medium,Mexican,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;,"https://www.google.com/maps/search/?api=1&query=22.147145,-100.974494","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Restaurant Orizatlan,"Pascual M. Hernandez 240, San Luis Potosi, SLP, Mexico",yes,no,medium,familiar,closed,high,Mexican,08:00-19:00;,Sun;,"https://www.google.com/maps/search/?api=1&query=22.147145,-100.974494","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Restaurant Familiar El Chino,"Paseo de las Fuentes, Jiutepec, Morelos, ?",yes,yes,medium,familiar,open,high,Vietnamese,12:30-23:30;,Sun;,"https://www.google.com/maps/search/?api=1&query=18.8820871,-99.1630268","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Restaurant de Mariscos de Picon,"Miguel Barragan 46 Centro, San Luis Potosi, SLP, Mexico",no,yes,low,familiar,closed,low,Seafood,10:00-20:00;,Sat;,"https://www.google.com/maps/search/?api=1&query=22.145893,-100.97487","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Restaurant de Mariscos de Picon,"Miguel Barragan 46 Centro, San Luis Potosi, SLP, Mexico",no,yes,low,familiar,closed,low,Seafood,10:00-20:00;,Sat;,"https://www.google.com/maps/search/?api=1&query=22.145893,-100.97487","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
puesto de gorditas,"frente al tecnologico, victoria, tamaulipas, mexico",no,yes,low,familiar,open,low,Regional,08:00-12:00;,Mon;Tue;Wed;Thu;Fri;,"https://www.google.com/maps/search/?api=1&query=23.7523041,-99.1669133","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Mariscos El Pescador,"Himno Nacional 2104 Tangamanga, San Luis Potosi, SLP, Mexico",no,no,medium,familiar,closed,low,Seafood,00:00-23:30;,Sun;,"https://www.google.com/maps/search/?api=1&query=22.139573,-100.991564","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Cafeteria cenidet,"Interior Internado Palmira SN, Cuernavaca, Morelos, Mexico",no,no,low,quiet,closed,medium,Cafeteria,09:00-16:00;,Mon;Tue;Wed;Thu;Fri;,"https://www.google.com/maps/search/?api=1&query=18.8760113,-99.2198896","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Restaurante Tiberius,"Munoz Sn Centro, San Luis Potosi, SLP, Mexico",no,no,medium,familiar,closed,low,Pizzeria,13:00-23:00;,Sun;,"https://www.google.com/maps/search/?api=1&query=22.165587,-101.001273","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Cafeteria y Restaurant El Pacifico,"Constitucion 200 Centro, San Luis Potosi, SLP, Mexico",yes,yes,medium,familiar,closed,high,Contemporary,07:00-23:30;,Sun;,"https://www.google.com/maps/search/?api=1&query=22.152481,-100.973486","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Cafeteria y Restaurant El Pacifico,"Constitucion 200 Centro, San Luis Potosi, SLP, Mexico",yes,yes,medium,familiar,closed,low,Cafeteria,07:00-23:30;,Sun;,"https://www.google.com/maps/search/?api=1&query=22.152481,-100.973486","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Cafeteria y Restaurant El Pacifico,"Constitucion 200 Centro, San Luis Potosi, SLP, Mexico",yes,yes,medium,familiar,closed,low,Cafeteria,07:00-23:30;,Sat;,"https://www.google.com/maps/search/?api=1&query=22.152481,-100.973486","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Cafeteria y Restaurant El Pacifico,"Constitucion 200 Centro, San Luis Potosi, SLP, Mexico",yes,yes,medium,familiar,closed,medium,Contemporary,07:00-23:30;,Sat;,"https://www.google.com/maps/search/?api=1&query=22.152481,-100.973486","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Cafeteria y Restaurant El Pacifico,"Constitucion 200 Centro, San Luis Potosi, SLP, Mexico",yes,yes,medium,familiar,closed,high,Cafeteria,07:00-23:30;,Sat;,"https://www.google.com/maps/search/?api=1&query=22.152481,-100.973486","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Cafeteria y Restaurant El Pacifico,"Constitucion 200 Centro, San Luis Potosi, SLP, Mexico",yes,yes,medium,familiar,closed,medium,Contemporary,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,"https://www.google.com/maps/search/?api=1&query=22.152481,-100.973486","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
La Virreina,"Av. Carranza 830, San Luis Potosi, SLP, Mexico",yes,no,medium,familiar,closed,medium,Mexican,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,"https://www.google.com/maps/search/?api=1&query=22.146658,-100.987219","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Tortas Locas Hipocampo,"Venustiano Carranza 719 Centro, San Luis Potosi, SLP, Mexico",no,no,medium,familiar,closed,medium,Fast_Food,00:00-00:00;,Sun;,"https://www.google.com/maps/search/?api=1&query=22.150802,-100.98268","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Tortas Locas Hipocampo,"Venustiano Carranza 719 Centro, San Luis Potosi, SLP, Mexico",no,no,medium,familiar,closed,medium,Fast_Food,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;,"https://www.google.com/maps/search/?api=1&query=22.150802,-100.98268","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
la perica hamburguesa,"?, victoria, tamaulipas, ?",no,no,medium,familiar,closed,high,Italian,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;,"https://www.google.com/maps/search/?api=1&query=23.7375834,-99.1351318","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Chaires,"Ricardo B. Anaya, San Luis Potosi, San Luis Potosi, Mexico",no,no,medium,familiar,closed,medium,Cafeteria,09:00-22:00;,Sat;,"https://www.google.com/maps/search/?api=1&query=22.1412198,-100.9313107","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Sushi Itto,"Venustiano Carranza 1809 C Polanco, San Luis Potosi, SLP, Mexico",no,no,medium,familiar,closed,low,Japanese,13:00-23:30;,Sat;,"https://www.google.com/maps/search/?api=1&query=22.149192,-101.002936","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
Sushi Itto,"Venustiano Carranza 1809 C Polanco, San Luis Potosi, SLP, Mexico",no,no,medium,familiar,closed,low,Japanese,13:00-23:30;,Sat;,"https://www.google.com/maps/search/?api=1&query=22.149192,-101.002936","{'Cuisine Variety': 'Cafeteria', 'Area': 'closed', 'Ambiance': 'quite', 'Rating': 'high', 'Alcohol Served': 'yes', 'Smoking Permitted': 'no', 'Price Range': 'medium'}"
